target_participant_id,target_datetime,source_participant_id,source_datetime,weight,interaction_category
Robert,2023-02-08 02:38:45.257,Jayson,2023-02-08 02:40:36.175,0.9990210751362681,response
Robert,2023-02-08 02:38:45.257,Mason U,2023-02-08 02:40:49.218,0.9989060250038895,response
Robert,2023-02-08 02:38:45.257,John Smith,2023-02-08 02:40:53.313,0.9988699064233839,response
Robert,2023-02-08 02:38:45.257,Mason U,2023-02-08 02:41:42.363,0.9984373787668578,response
Robert,2023-02-08 02:38:45.257,Mary I,2023-02-08 02:41:55.065,0.9983254018328753,response
Robert,2023-02-08 02:38:45.257,Hope R,2023-02-08 02:42:05.216,0.9982359227605739,response
Robert,2023-02-08 02:38:45.257,Samantha H,2023-02-08 02:42:17.238,0.9981299615639804,response
Robert,2023-02-08 02:38:45.257,Ada T,2023-02-08 02:43:19.483,0.997581517668506,response
Robert,2023-02-08 02:38:45.257,Steve W,2023-02-08 02:43:44.802,0.9973585168875374,response
Robert,2023-02-08 02:38:45.257,Steve W,2023-02-08 02:44:07.514,0.9971585200540662,response
Robert,2023-02-08 02:38:45.257,Steve W,2023-02-08 02:44:11.580,0.9971227199928442,response
Robert,2023-02-08 02:38:45.257,Mary I,2023-02-08 02:44:33.257,0.9969318813965452,response
Robert,2023-02-08 02:38:45.257,Ada T,2023-02-08 02:45:20.722,0.9965141395806674,response
Hope R,2023-02-08 02:38:56.683,Robert,2023-02-08 02:39:02.514,0.9999485136804405,response
Hope R,2023-02-08 02:38:56.683,Jayson,2023-02-08 02:40:36.175,0.9991218728693726,response
Hope R,2023-02-08 02:38:56.683,Mason U,2023-02-08 02:40:49.218,0.9990068111288379,response
Hope R,2023-02-08 02:38:56.683,John Smith,2023-02-08 02:40:53.313,0.9989706889040939,response
Hope R,2023-02-08 02:38:56.683,Robert,2023-02-08 02:41:19.304,0.9987414512859499,response
Hope R,2023-02-08 02:38:56.683,Mason U,2023-02-08 02:41:42.363,0.9985381176070397,response
Hope R,2023-02-08 02:38:56.683,Mary I,2023-02-08 02:41:55.065,0.9984261293749761,response
Hope R,2023-02-08 02:38:56.683,Samantha H,2023-02-08 02:42:17.238,0.9982306693868415,response
Hope R,2023-02-08 02:38:56.683,Robert,2023-02-08 02:42:18.469,0.9982198189658655,response
Hope R,2023-02-08 02:38:56.683,Ada T,2023-02-08 02:43:19.483,0.9976821701552958,response
Hope R,2023-02-08 02:38:56.683,Steve W,2023-02-08 02:43:44.802,0.9974591468743282,response
Hope R,2023-02-08 02:38:56.683,Robert,2023-02-08 02:43:58.858,0.9973353556375973,response
Hope R,2023-02-08 02:38:56.683,Steve W,2023-02-08 02:44:07.514,0.9972591298618758,response
Hope R,2023-02-08 02:38:56.683,Steve W,2023-02-08 02:44:11.580,0.9972233261885528,response
Hope R,2023-02-08 02:38:56.683,Robert,2023-02-08 02:44:32.080,0.997042830442762,response
Robert,2023-02-08 02:39:02.514,Hope R,2023-02-08 02:39:09.428,0.9999389513443019,response
Robert,2023-02-08 02:39:02.514,Jayson,2023-02-08 02:40:36.175,0.9991733166260477,response
Robert,2023-02-08 02:39:02.514,Mason U,2023-02-08 02:40:49.218,0.9990582489611024,response
Robert,2023-02-08 02:39:02.514,John Smith,2023-02-08 02:40:53.313,0.9990221248764622,response
Robert,2023-02-08 02:39:02.514,Mason U,2023-02-08 02:41:42.363,0.9985895313067573,response
Robert,2023-02-08 02:39:02.514,Mary I,2023-02-08 02:41:55.065,0.998477537308535,response
Robert,2023-02-08 02:39:02.514,Hope R,2023-02-08 02:42:05.216,0.9983880446004578,response
Robert,2023-02-08 02:39:02.514,Samantha H,2023-02-08 02:42:17.238,0.9982820672563667,response
Robert,2023-02-08 02:39:02.514,Ada T,2023-02-08 02:43:19.483,0.9977335397831604,response
Robert,2023-02-08 02:39:02.514,Steve W,2023-02-08 02:43:44.802,0.9975105050189536,response
Robert,2023-02-08 02:39:02.514,Steve W,2023-02-08 02:44:07.514,0.9973104777078311,response
Robert,2023-02-08 02:39:02.514,Steve W,2023-02-08 02:44:11.580,0.9972746721910138,response
Robert,2023-02-08 02:39:02.514,Mary I,2023-02-08 02:44:33.257,0.9970838045126935,response
Robert,2023-02-08 02:39:02.514,Ada T,2023-02-08 02:45:20.722,0.996665999036861,response
Robert,2023-02-08 02:39:02.514,Mason U,2023-02-08 02:45:41.914,0.9964795153092231,response
Hope R,2023-02-08 02:39:09.428,Jayson,2023-02-08 02:40:36.175,0.9992343185379218,response
Hope R,2023-02-08 02:39:09.428,Mason U,2023-02-08 02:40:49.218,0.9991192438478215,response
Hope R,2023-02-08 02:39:09.428,John Smith,2023-02-08 02:40:53.313,0.9990831175577198,response
Hope R,2023-02-08 02:39:09.428,Robert,2023-02-08 02:41:19.304,0.9988538541401435,response
Hope R,2023-02-08 02:39:09.428,Mason U,2023-02-08 02:41:42.363,0.9986504975771466,response
Hope R,2023-02-08 02:39:09.428,Mary I,2023-02-08 02:41:55.065,0.9985384967414238,response
Hope R,2023-02-08 02:39:09.428,Samantha H,2023-02-08 02:42:17.238,0.9983430147553431,response
Hope R,2023-02-08 02:39:09.428,Robert,2023-02-08 02:42:18.469,0.998332163113212,response
Hope R,2023-02-08 02:39:09.428,Ada T,2023-02-08 02:43:19.483,0.9977944537932274,response
Hope R,2023-02-08 02:39:09.428,Steve W,2023-02-08 02:43:44.802,0.9975714054122169,response
Hope R,2023-02-08 02:39:09.428,Robert,2023-02-08 02:43:58.858,0.9974476002434635,response
Hope R,2023-02-08 02:39:09.428,Steve W,2023-02-08 02:44:07.514,0.9973713658889504,response
Hope R,2023-02-08 02:39:09.428,Steve W,2023-02-08 02:44:11.580,0.997335558186121,response
Hope R,2023-02-08 02:39:09.428,Robert,2023-02-08 02:44:32.080,0.9971550421265272,response
Hope R,2023-02-08 02:39:09.428,Mary I,2023-02-08 02:44:33.257,0.9971446788548741,response
Jayson,2023-02-08 02:40:36.175,Mason U,2023-02-08 02:40:49.218,0.9998848371318263,response
Jayson,2023-02-08 02:40:36.175,John Smith,2023-02-08 02:40:53.313,0.9998486831592982,response
Jayson,2023-02-08 02:40:36.175,Robert,2023-02-08 02:41:19.304,0.9996192440644602,response
Jayson,2023-02-08 02:40:36.175,Mason U,2023-02-08 02:41:42.363,0.9994157316758,response
Jayson,2023-02-08 02:40:36.175,Mary I,2023-02-08 02:41:55.065,0.9993036450174008,response
Jayson,2023-02-08 02:40:36.175,Hope R,2023-02-08 02:42:05.216,0.9992140782659794,response
Jayson,2023-02-08 02:40:36.175,Samantha H,2023-02-08 02:42:17.238,0.9991080132396946,response
Jayson,2023-02-08 02:40:36.175,Robert,2023-02-08 02:42:18.469,0.9990971532822954,response
Jayson,2023-02-08 02:40:36.175,Ada T,2023-02-08 02:43:19.483,0.9985590319327691,response
Jayson,2023-02-08 02:40:36.175,Steve W,2023-02-08 02:43:44.802,0.9983358126368816,response
Jayson,2023-02-08 02:40:36.175,Robert,2023-02-08 02:43:58.858,0.9982119126001671,response
Jayson,2023-02-08 02:40:36.175,Steve W,2023-02-08 02:44:07.514,0.9981356198296939,response
Jayson,2023-02-08 02:40:36.175,Steve W,2023-02-08 02:44:11.580,0.9980997846885613,response
Jayson,2023-02-08 02:40:36.175,Robert,2023-02-08 02:44:32.080,0.9979191303052551,response
Jayson,2023-02-08 02:40:36.175,Mary I,2023-02-08 02:44:33.257,0.9979087590925567,response
Mason U,2023-02-08 02:40:49.218,John Smith,2023-02-08 02:40:53.313,0.9999638418633972,response
Mason U,2023-02-08 02:40:49.218,Robert,2023-02-08 02:41:19.304,0.9997343763426517,response
Mason U,2023-02-08 02:40:49.218,Mary I,2023-02-08 02:41:55.065,0.9994187409461146,response
Mason U,2023-02-08 02:40:49.218,Hope R,2023-02-08 02:42:05.216,0.9993291638787413,response
Mason U,2023-02-08 02:40:49.218,Samantha H,2023-02-08 02:42:17.238,0.9992230866362969,response
Mason U,2023-02-08 02:40:49.218,Robert,2023-02-08 02:42:18.469,0.9992122254280899,response
Mason U,2023-02-08 02:40:49.218,Ada T,2023-02-08 02:43:19.483,0.9986740420998279,response
Mason U,2023-02-08 02:40:49.218,Steve W,2023-02-08 02:43:44.802,0.9984507970944053,response
Mason U,2023-02-08 02:40:49.218,Robert,2023-02-08 02:43:58.858,0.9983268827873637,response
Mason U,2023-02-08 02:40:49.218,Steve W,2023-02-08 02:44:07.514,0.9982505812297844,response
Mason U,2023-02-08 02:40:49.218,Steve W,2023-02-08 02:44:11.580,0.9982147419612988,response
Mason U,2023-02-08 02:40:49.218,Robert,2023-02-08 02:44:32.080,0.9980340667709194,response
Mason U,2023-02-08 02:40:49.218,Mary I,2023-02-08 02:44:33.257,0.9980236943637049,response
Mason U,2023-02-08 02:40:49.218,Robert,2023-02-08 02:44:55.857,0.9978245509509599,response
Mason U,2023-02-08 02:40:49.218,Ada T,2023-02-08 02:45:20.722,0.9976054950482326,response
John Smith,2023-02-08 02:40:53.313,Robert,2023-02-08 02:41:19.304,0.9997705261819089,response
John Smith,2023-02-08 02:40:53.313,Mason U,2023-02-08 02:41:42.363,0.9995669829937365,response
John Smith,2023-02-08 02:40:53.313,Mary I,2023-02-08 02:41:55.065,0.9994548793721714,response
John Smith,2023-02-08 02:40:53.313,Hope R,2023-02-08 02:42:05.216,0.9993652990657411,response
John Smith,2023-02-08 02:40:53.313,Samantha H,2023-02-08 02:42:17.238,0.9992592179876025,response
John Smith,2023-02-08 02:40:53.313,Robert,2023-02-08 02:42:18.469,0.9992483563866603,response
John Smith,2023-02-08 02:40:53.313,Ada T,2023-02-08 02:43:19.483,0.9987101535979883,response
John Smith,2023-02-08 02:40:53.313,Steve W,2023-02-08 02:43:44.802,0.9984869005201505,response
John Smith,2023-02-08 02:40:53.313,Robert,2023-02-08 02:43:58.858,0.9983629817324364,response
John Smith,2023-02-08 02:40:53.313,Steve W,2023-02-08 02:44:07.514,0.9982866774158352,response
John Smith,2023-02-08 02:40:53.313,Steve W,2023-02-08 02:44:11.580,0.9982508368514216,response
John Smith,2023-02-08 02:40:53.313,Robert,2023-02-08 02:44:32.080,0.9980701551279278,response
John Smith,2023-02-08 02:40:53.313,Mary I,2023-02-08 02:44:33.257,0.9980597823456528,response
John Smith,2023-02-08 02:40:53.313,Robert,2023-02-08 02:44:55.857,0.9978606317319928,response
John Smith,2023-02-08 02:40:53.313,Ada T,2023-02-08 02:45:20.722,0.9976415679083257,response
Robert,2023-02-08 02:41:19.304,Mason U,2023-02-08 02:41:42.363,0.9997964100932744,response
Robert,2023-02-08 02:41:19.304,Mary I,2023-02-08 02:41:55.065,0.9996842807409586,response
Robert,2023-02-08 02:41:19.304,Hope R,2023-02-08 02:42:05.216,0.9995946798734752,response
Robert,2023-02-08 02:41:19.304,Samantha H,2023-02-08 02:42:17.238,0.9994885744469193,response
Robert,2023-02-08 02:41:19.304,Ada T,2023-02-08 02:43:19.483,0.9989393840324838,response
Robert,2023-02-08 02:41:19.304,Steve W,2023-02-08 02:43:44.802,0.998716079712151,response
Robert,2023-02-08 02:41:19.304,Steve W,2023-02-08 02:44:07.514,0.9985158106513297,response
Robert,2023-02-08 02:41:19.304,Steve W,2023-02-08 02:44:11.580,0.9984799618605572,response
Robert,2023-02-08 02:41:19.304,Mary I,2023-02-08 02:44:33.257,0.9982888635027186,response
Robert,2023-02-08 02:41:19.304,Ada T,2023-02-08 02:45:20.722,0.9978705530741003,response
Robert,2023-02-08 02:41:19.304,Mason U,2023-02-08 02:45:41.914,0.9976838439653144,response
Robert,2023-02-08 02:41:19.304,Hope R,2023-02-08 02:45:46.884,0.9976400615430164,response
Robert,2023-02-08 02:41:19.304,Steve W,2023-02-08 02:46:32.877,0.9972349846955896,response
Robert,2023-02-08 02:41:19.304,Ada T,2023-02-08 14:17:12.827,0.6916446273116024,response
Robert,2023-02-08 02:41:19.304,Mason U,2023-02-08 14:20:23.572,0.6904806876352299,response
Mason U,2023-02-08 02:41:42.363,Mary I,2023-02-08 02:41:55.065,0.9998878478146314,response
Mason U,2023-02-08 02:41:42.363,Hope R,2023-02-08 02:42:05.216,0.9997982287016011,response
Mason U,2023-02-08 02:41:42.363,Samantha H,2023-02-08 02:42:17.238,0.9996921016686524,response
Mason U,2023-02-08 02:41:42.363,Robert,2023-02-08 02:42:18.469,0.9996812353624147,response
Mason U,2023-02-08 02:41:42.363,Ada T,2023-02-08 02:43:19.483,0.9991427994218237,response
Mason U,2023-02-08 02:41:42.363,Steve W,2023-02-08 02:43:44.802,0.9989194496297276,response
Mason U,2023-02-08 02:41:42.363,Robert,2023-02-08 02:43:58.858,0.9987954771598258,response
Mason U,2023-02-08 02:41:42.363,Steve W,2023-02-08 02:44:07.514,0.9987191397878442,response
Mason U,2023-02-08 02:41:42.363,Steve W,2023-02-08 02:44:11.580,0.9986832836971336,response
Mason U,2023-02-08 02:41:42.363,Robert,2023-02-08 02:44:32.080,0.9985025237014876,response
Mason U,2023-02-08 02:41:42.363,Mary I,2023-02-08 02:44:33.257,0.9984921464256756,response
Mason U,2023-02-08 02:41:42.363,Robert,2023-02-08 02:44:55.857,0.9982929095390554,response
Mason U,2023-02-08 02:41:42.363,Ada T,2023-02-08 02:45:20.722,0.9980737508159342,response
Mason U,2023-02-08 02:41:42.363,Hope R,2023-02-08 02:45:46.884,0.9978432123495455,response
Mason U,2023-02-08 02:41:42.363,Robert,2023-02-08 02:45:54.264,0.9977781897234236,response
Mary I,2023-02-08 02:41:55.065,Hope R,2023-02-08 02:42:05.216,0.999910370834863,response
Mary I,2023-02-08 02:41:55.065,Samantha H,2023-02-08 02:42:17.238,0.9998042318982007,response
Mary I,2023-02-08 02:41:55.065,Robert,2023-02-08 02:42:18.469,0.9997933643731463,response
Mary I,2023-02-08 02:41:55.065,Ada T,2023-02-08 02:43:19.483,0.9992548680390146,response
Mary I,2023-02-08 02:41:55.065,Steve W,2023-02-08 02:43:44.802,0.9990314931949416,response
Mary I,2023-02-08 02:41:55.065,Robert,2023-02-08 02:43:58.858,0.9989075068196968,response
Mary I,2023-02-08 02:41:55.065,Steve W,2023-02-08 02:44:07.514,0.9988311608853518,response
Mary I,2023-02-08 02:41:55.065,Steve W,2023-02-08 02:44:11.580,0.9987953007728512,response
Mary I,2023-02-08 02:41:55.065,Robert,2023-02-08 02:44:32.080,0.9986145205023028,response
Mary I,2023-02-08 02:41:55.065,Robert,2023-02-08 02:44:55.857,0.9984048828285474,response
Mary I,2023-02-08 02:41:55.065,Ada T,2023-02-08 02:45:20.722,0.9981856995235395,response
Mary I,2023-02-08 02:41:55.065,Mason U,2023-02-08 02:45:41.914,0.9979989314484753,response
Mary I,2023-02-08 02:41:55.065,Hope R,2023-02-08 02:45:46.884,0.9979551351988579,response
Mary I,2023-02-08 02:41:55.065,Robert,2023-02-08 02:45:54.264,0.9978901052794884,response
Mary I,2023-02-08 02:41:55.065,Steve W,2023-02-08 02:46:32.877,0.9975499304204787,response
Hope R,2023-02-08 02:42:05.216,Samantha H,2023-02-08 02:42:17.238,0.9998938515493406,response
Hope R,2023-02-08 02:42:05.216,Robert,2023-02-08 02:42:18.469,0.9998829830501518,response
Hope R,2023-02-08 02:42:05.216,Ada T,2023-02-08 02:43:19.483,0.9993444384467169,response
Hope R,2023-02-08 02:42:05.216,Steve W,2023-02-08 02:43:44.802,0.9991210435799485,response
Hope R,2023-02-08 02:42:05.216,Robert,2023-02-08 02:43:58.858,0.9989970460909122,response
Hope R,2023-02-08 02:42:05.216,Steve W,2023-02-08 02:44:07.514,0.9989206933131316,response
Hope R,2023-02-08 02:42:05.216,Steve W,2023-02-08 02:44:11.580,0.9988848299862308,response
Hope R,2023-02-08 02:42:05.216,Robert,2023-02-08 02:44:32.080,0.9987040335110454,response
Hope R,2023-02-08 02:42:05.216,Mary I,2023-02-08 02:44:33.257,0.9986936541409746,response
Hope R,2023-02-08 02:42:05.216,Robert,2023-02-08 02:44:55.857,0.9984943770459561,response
Hope R,2023-02-08 02:42:05.216,Ada T,2023-02-08 02:45:20.722,0.9982751740939706,response
Hope R,2023-02-08 02:42:05.216,Mason U,2023-02-08 02:45:41.914,0.9980883892775393,response
Hope R,2023-02-08 02:42:05.216,Robert,2023-02-08 02:45:54.264,0.9979795533536794,response
Hope R,2023-02-08 02:42:05.216,Steve W,2023-02-08 02:46:32.877,0.997639348002348,response
Hope R,2023-02-08 02:42:05.216,Robert,2023-02-08 02:50:06.465,0.9957595943599192,response
Samantha H,2023-02-08 02:42:17.238,Robert,2023-02-08 02:42:18.469,0.9999891303470143,response
Samantha H,2023-02-08 02:42:17.238,Ada T,2023-02-08 02:43:19.483,0.9994505285718355,response
Samantha H,2023-02-08 02:42:17.238,Steve W,2023-02-08 02:43:44.802,0.9992271099895307,response
Samantha H,2023-02-08 02:42:17.238,Robert,2023-02-08 02:43:58.858,0.9991030993369558,response
Samantha H,2023-02-08 02:42:17.238,Steve W,2023-02-08 02:44:07.514,0.9990267384535857,response
Samantha H,2023-02-08 02:42:17.238,Steve W,2023-02-08 02:44:11.580,0.9989908713194443,response
Samantha H,2023-02-08 02:42:17.238,Robert,2023-02-08 02:44:32.080,0.9988100556509558,response
Samantha H,2023-02-08 02:42:17.238,Mary I,2023-02-08 02:44:33.257,0.9987996751790138,response
Samantha H,2023-02-08 02:42:17.238,Robert,2023-02-08 02:44:55.857,0.9986003769287949,response
Samantha H,2023-02-08 02:42:17.238,Ada T,2023-02-08 02:45:20.722,0.9983811507062856,response
Samantha H,2023-02-08 02:42:17.238,Mason U,2023-02-08 02:45:41.914,0.9981943460608306,response
Samantha H,2023-02-08 02:42:17.238,Hope R,2023-02-08 02:45:46.884,0.9981505412356256,response
Samantha H,2023-02-08 02:42:17.238,Robert,2023-02-08 02:45:54.264,0.9980854985829796,response
Samantha H,2023-02-08 02:42:17.238,Steve W,2023-02-08 02:46:32.877,0.9977452571155435,response
Samantha H,2023-02-08 02:42:17.238,Robert,2023-02-08 02:50:06.465,0.9958653039189955,response
Robert,2023-02-08 02:42:18.469,Ada T,2023-02-08 02:43:19.483,0.9994613923703431,response
Robert,2023-02-08 02:42:18.469,Steve W,2023-02-08 02:43:44.802,0.9992379713595294,response
Robert,2023-02-08 02:42:18.469,Steve W,2023-02-08 02:44:07.514,0.9990375976455917,response
Robert,2023-02-08 02:42:18.469,Steve W,2023-02-08 02:44:11.580,0.9990017301215828,response
Robert,2023-02-08 02:42:18.469,Mary I,2023-02-08 02:44:33.257,0.998810531902894,response
Robert,2023-02-08 02:42:18.469,Ada T,2023-02-08 02:45:20.722,0.9983920028809006,response
Robert,2023-02-08 02:42:18.469,Mason U,2023-02-08 02:45:41.914,0.9982051962049218,response
Robert,2023-02-08 02:42:18.469,Hope R,2023-02-08 02:45:46.884,0.9981613909035685,response
Robert,2023-02-08 02:42:18.469,Steve W,2023-02-08 02:46:32.877,0.9977561023781407,response
Robert,2023-02-08 02:42:18.469,Ada T,2023-02-08 14:17:12.827,0.6920060549097763,response
Robert,2023-02-08 02:42:18.469,Mason U,2023-02-08 14:20:23.572,0.690841507002088,response
Robert,2023-02-08 02:42:18.469,Jayson,2023-02-08 14:23:11.519,0.6898177693481798,response
Robert,2023-02-08 02:42:18.469,Kyle E,2023-02-08 15:30:37.430,0.6656088097001253,response
Robert,2023-02-08 02:42:18.469,Hope R,2023-02-08 15:30:51.207,0.6655278428412936,response
Robert,2023-02-08 02:42:18.469,Mindy L,2023-02-08 15:36:59.437,0.6633674161782492,response
Ada T,2023-02-08 02:43:19.483,Steve W,2023-02-08 02:43:44.802,0.9997764585880763,response
Ada T,2023-02-08 02:43:19.483,Robert,2023-02-08 02:43:58.858,0.9996523797577294,response
Ada T,2023-02-08 02:43:19.483,Steve W,2023-02-08 02:44:07.514,0.9995759768931681,response
Ada T,2023-02-08 02:43:19.483,Steve W,2023-02-08 02:44:11.580,0.9995400900402264,response
Ada T,2023-02-08 02:43:19.483,Robert,2023-02-08 02:44:32.080,0.9993591749640726,response
Ada T,2023-02-08 02:43:19.483,Mary I,2023-02-08 02:44:33.257,0.9993487887852222,response
Ada T,2023-02-08 02:43:19.483,Robert,2023-02-08 02:44:55.857,0.9991493809661041,response
Ada T,2023-02-08 02:43:19.483,Mason U,2023-02-08 02:45:41.914,0.9987431268731229,response
Ada T,2023-02-08 02:43:19.483,Hope R,2023-02-08 02:45:46.884,0.9986992979651855,response
Ada T,2023-02-08 02:43:19.483,Robert,2023-02-08 02:45:54.264,0.9986342195538117,response
Ada T,2023-02-08 02:43:19.483,Steve W,2023-02-08 02:46:32.877,0.9982937910306289,response
Ada T,2023-02-08 02:43:19.483,Robert,2023-02-08 02:50:06.465,0.9964128042856077,response
Ada T,2023-02-08 02:43:19.483,Mason U,2023-02-08 14:20:23.572,0.6912138000285075,response
Ada T,2023-02-08 02:43:19.483,Jayson,2023-02-08 14:23:11.519,0.6901895106845437,response
Ada T,2023-02-08 02:43:19.483,Kyle E,2023-02-08 15:30:37.430,0.6659675048793569,response
Steve W,2023-02-08 02:43:44.802,Robert,2023-02-08 02:43:58.858,0.9998758934266944,response
Steve W,2023-02-08 02:43:44.802,Robert,2023-02-08 02:44:32.080,0.9995826230749691,response
Steve W,2023-02-08 02:43:44.802,Mary I,2023-02-08 02:44:33.257,0.9995722345738585,response
Steve W,2023-02-08 02:43:44.802,Robert,2023-02-08 02:44:55.857,0.9993727821688682,response
Steve W,2023-02-08 02:43:44.802,Ada T,2023-02-08 02:45:20.722,0.9991533863775435,response
Steve W,2023-02-08 02:43:44.802,Mason U,2023-02-08 02:45:41.914,0.9989664372409682,response
Steve W,2023-02-08 02:43:44.802,Hope R,2023-02-08 02:45:46.884,0.9989225985332641,response
Steve W,2023-02-08 02:43:44.802,Robert,2023-02-08 02:45:54.264,0.9988575055709176,response
Steve W,2023-02-08 02:43:44.802,Robert,2023-02-08 02:50:06.465,0.9966355936133775,response
Steve W,2023-02-08 02:43:44.802,Ada T,2023-02-08 14:17:12.827,0.6925337854888122,response
Steve W,2023-02-08 02:43:44.802,Mason U,2023-02-08 14:20:23.572,0.6913683494855108,response
Steve W,2023-02-08 02:43:44.802,Jayson,2023-02-08 14:23:11.519,0.6903438311192649,response
Steve W,2023-02-08 02:43:44.802,Kyle E,2023-02-08 15:30:37.430,0.666116409482038,response
Steve W,2023-02-08 02:43:44.802,Hope R,2023-02-08 15:30:51.207,0.6660353808770887,response
Steve W,2023-02-08 02:43:44.802,Mindy L,2023-02-08 15:36:59.437,0.6638733066515616,response
Robert,2023-02-08 02:43:58.858,Steve W,2023-02-08 02:44:07.514,0.9999235705670207,response
Robert,2023-02-08 02:43:58.858,Steve W,2023-02-08 02:44:11.580,0.9998876712347444,response
Robert,2023-02-08 02:43:58.858,Mary I,2023-02-08 02:44:33.257,0.9996963034564267,response
Robert,2023-02-08 02:43:58.858,Ada T,2023-02-08 02:45:20.722,0.9992774032718452,response
Robert,2023-02-08 02:43:58.858,Mason U,2023-02-08 02:45:41.914,0.9990904309307734,response
Robert,2023-02-08 02:43:58.858,Hope R,2023-02-08 02:45:46.884,0.9990465867817222,response
Robert,2023-02-08 02:43:58.858,Steve W,2023-02-08 02:46:32.877,0.9986409388357284,response
Robert,2023-02-08 02:43:58.858,Ada T,2023-02-08 14:17:12.827,0.6926197441518627,response
Robert,2023-02-08 02:43:58.858,Mason U,2023-02-08 14:20:23.572,0.6914541634923398,response
Robert,2023-02-08 02:43:58.858,Jayson,2023-02-08 14:23:11.519,0.6904295179608481,response
Robert,2023-02-08 02:43:58.858,Kyle E,2023-02-08 15:30:37.430,0.666199089168134,response
Robert,2023-02-08 02:43:58.858,Hope R,2023-02-08 15:30:51.207,0.666118050505754,response
Robert,2023-02-08 02:43:58.858,Mindy L,2023-02-08 15:36:59.437,0.6639557079192983,response
Robert,2023-02-08 02:43:58.858,Mary I,2023-02-08 15:38:21.607,0.6634741430037878,response
Robert,2023-02-08 02:43:58.858,Owen X,2023-02-08 15:39:14.620,0.663163640771316,response
Steve W,2023-02-08 02:44:07.514,Robert,2023-02-08 02:44:32.080,0.9997831061028803,response
Steve W,2023-02-08 02:44:07.514,Mary I,2023-02-08 02:44:33.257,0.9997727155181818,response
Steve W,2023-02-08 02:44:07.514,Robert,2023-02-08 02:44:55.857,0.9995732231096729,response
Steve W,2023-02-08 02:44:07.514,Ada T,2023-02-08 02:45:20.722,0.9993537833148496,response
Steve W,2023-02-08 02:44:07.514,Mason U,2023-02-08 02:45:41.914,0.9991667966824955,response
Steve W,2023-02-08 02:44:07.514,Hope R,2023-02-08 02:45:46.884,0.9991229491822047,response
Steve W,2023-02-08 02:44:07.514,Robert,2023-02-08 02:45:54.264,0.999057843164375,response
Steve W,2023-02-08 02:44:07.514,Robert,2023-02-08 02:50:06.465,0.9968354855651974,response
Steve W,2023-02-08 02:44:07.514,Ada T,2023-02-08 14:17:12.827,0.692672684732397,response
Steve W,2023-02-08 02:44:07.514,Mason U,2023-02-08 14:20:23.572,0.691507014981396,response
Steve W,2023-02-08 02:44:07.514,Jayson,2023-02-08 14:23:11.519,0.6904822911308414,response
Steve W,2023-02-08 02:44:07.514,Kyle E,2023-02-08 15:30:37.430,0.666250010278642,response
Steve W,2023-02-08 02:44:07.514,Hope R,2023-02-08 15:30:51.207,0.6661689654220495,response
Steve W,2023-02-08 02:44:07.514,Mindy L,2023-02-08 15:36:59.437,0.6640064575563437,response
Steve W,2023-02-08 02:44:07.514,Mary I,2023-02-08 15:38:21.607,0.6635248558322867,response
Steve W,2023-02-08 02:44:11.580,Robert,2023-02-08 02:44:32.080,0.9998190016809166,response
Steve W,2023-02-08 02:44:11.580,Mary I,2023-02-08 02:44:33.257,0.9998086107231612,response
Steve W,2023-02-08 02:44:11.580,Robert,2023-02-08 02:44:55.857,0.9996091111522034,response
Steve W,2023-02-08 02:44:11.580,Ada T,2023-02-08 02:45:20.722,0.999389663478753,response
Steve W,2023-02-08 02:44:11.580,Mason U,2023-02-08 02:45:41.914,0.9992026701329496,response
Steve W,2023-02-08 02:44:11.580,Hope R,2023-02-08 02:45:46.884,0.9991588210583859,response
Steve W,2023-02-08 02:44:11.580,Robert,2023-02-08 02:45:54.264,0.999093712703031,response
Steve W,2023-02-08 02:44:11.580,Robert,2023-02-08 02:50:06.465,0.9968712753137369,response
Steve W,2023-02-08 02:44:11.580,Ada T,2023-02-08 14:17:12.827,0.6926975540128005,response
Steve W,2023-02-08 02:44:11.580,Mason U,2023-02-08 14:20:23.572,0.6915318424103326,response
Steve W,2023-02-08 02:44:11.580,Jayson,2023-02-08 14:23:11.519,0.6905070817687434,response
Steve W,2023-02-08 02:44:11.580,Kyle E,2023-02-08 15:30:37.430,0.6662739308961135,response
Steve W,2023-02-08 02:44:11.580,Hope R,2023-02-08 15:30:51.207,0.666192883129738,response
Steve W,2023-02-08 02:44:11.580,Mindy L,2023-02-08 15:36:59.437,0.6640302976227224,response
Steve W,2023-02-08 02:44:11.580,Mary I,2023-02-08 15:38:21.607,0.6635486786075427,response
Robert,2023-02-08 02:44:32.080,Mary I,2023-02-08 02:44:33.257,0.9999896071611583,response
Robert,2023-02-08 02:44:32.080,Ada T,2023-02-08 02:45:20.722,0.9995705840742757,response
Robert,2023-02-08 02:44:32.080,Mason U,2023-02-08 02:45:41.914,0.9993835568768639,response
Robert,2023-02-08 02:44:32.080,Hope R,2023-02-08 02:45:46.884,0.9993396998642546,response
Robert,2023-02-08 02:44:32.080,Steve W,2023-02-08 02:46:32.877,0.9989339329040713,response
Robert,2023-02-08 02:44:32.080,Ada T,2023-02-08 14:17:12.827,0.6928229538028612,response
Robert,2023-02-08 02:44:32.080,Mason U,2023-02-08 14:20:23.572,0.6916570311703567,response
Robert,2023-02-08 02:44:32.080,Jayson,2023-02-08 14:23:11.519,0.6906320850152362,response
